name,label
data/rural_and_urban_photos/train/urban/urban_33.jpeg,1
data/rural_and_urban_photos/train/urban/urban_9.jpeg,1
data/rural_and_urban_photos/train/urban/urban_13.jpeg,1
data/rural_and_urban_photos/train/urban/urban_12.jpeg,1
data/rural_and_urban_photos/train/urban/urban_8.jpeg,1
data/rural_and_urban_photos/train/urban/urban_28.jpeg,1
data/rural_and_urban_photos/train/urban/urban_4.jpeg,1
data/rural_and_urban_photos/train/urban/urban_24.jpeg,1
data/rural_and_urban_photos/train/urban/urban_37.jpg,1
data/rural_and_urban_photos/train/urban/urban_32.jpeg,1
data/rural_and_urban_photos/train/urban/urban_39.jpeg,1
data/rural_and_urban_photos/train/urban/urban_44.jpg,1
data/rural_and_urban_photos/train/urban/urban_42.jpeg,1
data/rural_and_urban_photos/train/urban/urban_23.jpeg,1
data/rural_and_urban_photos/train/urban/urban_3.jpeg,1
data/rural_and_urban_photos/train/urban/urban_19.jpeg,1
data/rural_and_urban_photos/train/urban/urban_18.jpeg,1
data/rural_and_urban_photos/train/urban/urban_2.jpeg,1
data/rural_and_urban_photos/train/urban/urban_22.jpeg,1
data/rural_and_urban_photos/train/urban/urban_34.jpeg,1
data/rural_and_urban_photos/train/urban/urban_14.jpeg,1
data/rural_and_urban_photos/train/urban/urban_43.jpeg,1
data/rural_and_urban_photos/train/urban/urban_17.jpeg,1
data/rural_and_urban_photos/train/urban/urban_1.jpeg,1
data/rural_and_urban_photos/train/urban/urban_21.jpeg,1
data/rural_and_urban_photos/train/urban/urban_36.jpeg,1
data/rural_and_urban_photos/train/urban/urban_41.jpeg,1
data/rural_and_urban_photos/train/urban/urban_16.jpeg,1
data/rural_and_urban_photos/train/urban/urban_7.jpeg,1
data/rural_and_urban_photos/train/urban/urban_27.jpeg,1
data/rural_and_urban_photos/train/urban/urban_31.jpeg,1
data/rural_and_urban_photos/train/urban/urban_11.jpeg,1
data/rural_and_urban_photos/train/urban/urban_38.jpg,1
data/rural_and_urban_photos/train/urban/urban_29.jpg,1
data/rural_and_urban_photos/train/urban/urban_26.jpeg,1
data/rural_and_urban_photos/train/urban/urban_6.jpeg,1
data/rural_and_urban_photos/train/rural/rural44.jpg,0
data/rural_and_urban_photos/train/rural/rural23.jpeg,0
data/rural_and_urban_photos/train/rural/rural3.jpeg,0
data/rural_and_urban_photos/train/rural/rural39.jpeg,0
data/rural_and_urban_photos/train/rural/rural43.jpg,0
data/rural_and_urban_photos/train/rural/rural2.jpeg,0
data/rural_and_urban_photos/train/rural/rural42.jpg,0
data/rural_and_urban_photos/train/rural/rural14.jpeg,0
data/rural_and_urban_photos/train/rural/rural34.jpeg,0
data/rural_and_urban_photos/train/rural/rural22.jpeg,0
data/rural_and_urban_photos/train/rural/rural18.jpeg,0
data/rural_and_urban_photos/train/rural/rural13.jpeg,0
data/rural_and_urban_photos/train/rural/rural9.jpg,0
data/rural_and_urban_photos/train/rural/rural29.jpeg,0
data/rural_and_urban_photos/train/rural/rural19.jpg,0
data/rural_and_urban_photos/train/rural/rural33.jpeg,0
data/rural_and_urban_photos/train/rural/rural32.jpeg,0
data/rural_and_urban_photos/train/rural/rural24.jpeg,0
data/rural_and_urban_photos/train/rural/rural8.jpeg,0
data/rural_and_urban_photos/train/rural/rural21.jpg,0
data/rural_and_urban_photos/train/rural/rural28.jpeg,0
data/rural_and_urban_photos/train/rural/rural4.jpeg,0
data/rural_and_urban_photos/train/rural/rural12.jpeg,0
data/rural_and_urban_photos/train/rural/rural7.jpeg,0
data/rural_and_urban_photos/train/rural/rural11.jpeg,0
data/rural_and_urban_photos/train/rural/rural31.jpeg,0
data/rural_and_urban_photos/train/rural/rural27.jpeg,0
data/rural_and_urban_photos/train/rural/rural38.jpg,0
data/rural_and_urban_photos/train/rural/rural26.jpeg,0
data/rural_and_urban_photos/train/rural/rural6.jpeg,0
data/rural_and_urban_photos/train/rural/rural37.jpeg,0
data/rural_and_urban_photos/train/rural/rural1.jpeg,0
data/rural_and_urban_photos/train/rural/rural17.jpeg,0
data/rural_and_urban_photos/train/rural/rural16.jpeg,0
data/rural_and_urban_photos/train/rural/rural41.jpeg,0
data/rural_and_urban_photos/train/rural/rural36.jpeg,0
